user_id,session_id,event_date,signup_date,plan,country,device,company_size,feature_used,prompt_category,ai_model,prompt_length_words,tokens_used,latency_seconds,session_duration_minutes,prompts_in_session,regenerated_response,copied_response,rating,feedback,converted_to_paid,revenue_usd,retained_7d,error_flag,response_success
U0008,SESS00018,2026-01-12,2025-11-10,Pro,United States,Mobile,Individual,Image Generation,Coding,GPT-4o,50,401,7.25,15.4,2,No,Yes,4,Positive,Yes,22.33,Yes,No,Yes
U0008,SESS00019,2026-03-24,2025-11-10,Pro,United States,Mobile,Individual,File Upload,Research,GPT-4o,111,660,3.6,6.3,2,No,No,1,Negative,Yes,22.33,Yes,No,Yes
U0008,SESS00019,2026-03-24,2025-11-10,Pro,United States,Mobile,Individual,File Upload,Education,GPT-4.1,86,451,4.23,6.3,2,No,No,2,Negative,Yes,22.33,Yes,No,Yes
U0009,SESS00020,2026-03-05,2026-02-20,Pro,United Kingdom,Desktop,SMB,Image Generation,Data Analysis,GPT-4o-mini,28,361,6.64,17.2,4,Yes,Yes,4,Positive,Yes,16.74,Yes,No,Yes
U0009,SESS00020,2026-03-05,2026-02-20,Pro,United Kingdom,Desktop,SMB,Chat,Marketing,GPT-4o,140,339,1.18,17.2,4,No,No,4,Neutral,Yes,16.74,Yes,No,Yes
U0009,SESS00020,2026-03-05,2026-02-20,Pro,United Kingdom,Desktop,SMB,Image Generation,Writing,GPT-4o-mini,48,537,7.07,17.2,4,Yes,No,3,Positive,Yes,16.74,Yes,No,Yes
U0009,SESS00020,2026-03-05,2026-02-20,Pro,United Kingdom,Desktop,SMB,Chat,Coding,GPT-4o-mini,349,801,1.01,17.2,4,No,Yes,4,Positive,Yes,16.74,Yes,No,Yes
U0009,SESS00021,2026-03-29,2026-02-20,Pro,United Kingdom,Mobile,SMB,File Upload,Coding,GPT-4.1,65,552,3.26,6.3,2,Yes,No,1,Negative,Yes,16.74,Yes,No,Yes
U0009,SESS00021,2026-03-29,2026-02-20,Pro,United Kingdom,Mobile,SMB,Search,Marketing,GPT-4o-mini,82,320,1.77,6.3,2,No,Yes,4,Positive,Yes,16.74,Yes,No,Yes
U0010,SESS00022,2026-01-08,2025-06-10,Pro,India,Mobile,Individual,Voice,Research,GPT-4o-mini,39,553,3.85,25.0,3,Yes,No,1,Negative,Yes,36.66,No,Yes,No
U0010,SESS00022,2026-01-08,2025-06-10,Pro,India,Mobile,Individual,Chat,Coding,GPT-4.1,71,250,3.28,25.0,3,Yes,No,3,Neutral,Yes,36.66,No,No,Yes
U0010,SESS00022,2026-01-08,2025-06-10,Pro,India,Mobile,Individual,File Upload,Customer Support,GPT-4o,77,313,2.93,25.0,3,No,No,4,Positive,Yes,36.66,No,No,Yes
U0010,SESS00023,2026-03-01,2025-06-10,Pro,India,Mobile,Individual,Chat,Writing,GPT-4o,62,298,1.31,5.1,3,No,No,4,Positive,Yes,36.66,No,No,Yes
U0010,SESS00023,2026-03-01,2025-06-10,Pro,India,Mobile,Individual,File Upload,Data Analysis,GPT-4.1,86,366,2.87,5.1,3,No,No,5,Positive,Yes,36.66,No,No,Yes
U0010,SESS00023,2026-03-01,2025-06-10,Pro,India,Mobile,Individual,File Upload,Coding,GPT-4.1,19,148,3.09,5.1,3,No,No,5,Positive,Yes,36.66,No,No,Yes
U0011,SESS00024,2026-02-05,2025-11-03,Free,United States,Desktop,Startup,Chat,Data Analysis,GPT-4o,16,484,2.07,12.3,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0011,SESS00024,2026-02-05,2025-11-03,Free,United States,Desktop,Startup,Voice,Data Analysis,GPT-4o-mini,72,208,4.11,12.3,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0011,SESS00025,2026-03-09,2025-11-03,Free,United States,Mobile,Startup,Search,Writing,GPT-4.1,95,526,2.27,6.9,3,Yes,No,2,Negative,No,0.00,Yes,No,Yes
U0011,SESS00025,2026-03-09,2025-11-03,Free,United States,Mobile,Startup,Chat,Education,GPT-4o-mini,38,483,2.54,6.9,3,No,No,4,Positive,No,0.00,Yes,No,Yes
U0011,SESS00025,2026-03-09,2025-11-03,Free,United States,Mobile,Startup,Chat,Marketing,GPT-4o,67,316,1.09,6.9,3,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0012,SESS00026,2026-01-30,2025-06-06,Free,India,Mobile,Individual,Chat,Coding,GPT-4o-mini,31,203,0.87,7.3,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0012,SESS00026,2026-01-30,2025-06-06,Free,India,Mobile,Individual,Chat,Customer Support,GPT-4o-mini,73,335,1.81,7.3,2,No,Yes,5,Positive,No,0.00,No,No,Yes
U0012,SESS00027,2026-02-15,2025-06-06,Free,India,Desktop,Individual,Chat,Marketing,GPT-4o,31,176,1.44,6.9,3,No,Yes,5,Positive,No,0.00,No,No,Yes
U0012,SESS00027,2026-02-15,2025-06-06,Free,India,Desktop,Individual,Chat,Customer Support,GPT-4o,53,189,0.86,6.9,3,No,No,3,Neutral,No,0.00,No,No,Yes
U0012,SESS00027,2026-02-15,2025-06-06,Free,India,Desktop,Individual,File Upload,Research,GPT-4o-mini,32,317,2.23,6.9,3,No,No,4,Positive,No,0.00,No,No,Yes
U0013,SESS00028,2026-01-15,2025-12-23,Free,United Kingdom,Desktop,Individual,Voice,Coding,GPT-4o,97,586,2.34,20.1,2,Yes,No,3,Neutral,No,0.00,Yes,No,Yes
U0013,SESS00028,2026-01-15,2025-12-23,Free,United Kingdom,Desktop,Individual,Chat,Data Analysis,GPT-4o-mini,47,363,2.5,20.1,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0013,SESS00029,2026-03-14,2025-12-23,Free,United Kingdom,Desktop,Individual,Chat,Research,GPT-4o-mini,71,453,2.6,5.3,3,Yes,No,3,Neutral,No,0.00,Yes,No,Yes
U0013,SESS00029,2026-03-14,2025-12-23,Free,United Kingdom,Desktop,Individual,Search,Research,GPT-4o-mini,42,428,1.09,5.3,3,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0013,SESS00029,2026-03-14,2025-12-23,Free,United Kingdom,Desktop,Individual,File Upload,Writing,GPT-4o-mini,100,234,3.6,5.3,3,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0014,SESS00030,2026-02-12,2025-10-14,Pro,Germany,Desktop,Individual,Chat,Marketing,GPT-4o,21,432,2.85,5.2,2,No,Yes,4,Positive,Yes,34.40,No,No,Yes
U0014,SESS00030,2026-02-12,2025-10-14,Pro,Germany,Desktop,Individual,File Upload,Research,GPT-4.1,57,185,4.66,5.2,2,Yes,No,2,Negative,Yes,34.40,No,No,Yes
U0014,SESS00031,2026-03-13,2025-10-14,Pro,Germany,Desktop,Individual,Chat,Research,GPT-4.1,156,463,1.64,14.7,4,No,Yes,5,Positive,Yes,34.40,No,No,Yes
U0014,SESS00031,2026-03-13,2025-10-14,Pro,Germany,Desktop,Individual,Chat,Data Analysis,GPT-4o,36,192,2.7,14.7,4,Yes,No,3,Negative,Yes,34.40,No,No,Yes
U0014,SESS00031,2026-03-13,2025-10-14,Pro,Germany,Desktop,Individual,Search,Research,GPT-4o,53,213,1.91,14.7,4,No,Yes,5,Positive,Yes,34.40,No,No,Yes
U0014,SESS00031,2026-03-13,2025-10-14,Pro,Germany,Desktop,Individual,Search,Marketing,GPT-4o,56,389,2.68,14.7,4,No,Yes,4,Positive,Yes,34.40,No,No,Yes
U0015,SESS00032,2026-02-03,2025-11-22,Free,Canada,Desktop,Startup,File Upload,Data Analysis,GPT-4.1,79,447,3.62,13.7,3,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0015,SESS00032,2026-02-03,2025-11-22,Free,Canada,Desktop,Startup,Chat,Writing,GPT-4o-mini,57,272,1.25,13.7,3,Yes,No,1,Negative,No,0.00,Yes,No,Yes
U0015,SESS00032,2026-02-03,2025-11-22,Free,Canada,Desktop,Startup,Image Generation,Customer Support,GPT-4o,22,429,7.83,13.7,3,Yes,No,3,Neutral,No,0.00,Yes,No,Yes
U0015,SESS00033,2026-02-27,2025-11-22,Free,Canada,Desktop,Startup,Chat,Customer Support,GPT-4o-mini,108,528,2.18,5.3,2,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0015,SESS00033,2026-02-27,2025-11-22,Free,Canada,Desktop,Startup,Chat,Data Analysis,GPT-4o-mini,13,328,1.82,5.3,2,Yes,Yes,4,Positive,No,0.00,Yes,No,Yes
U0016,SESS00034,2026-01-01,2025-10-09,Free,Singapore,Tablet,Individual,Chat,Customer Support,GPT-4.1,95,608,1.31,9.4,3,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0016,SESS00034,2026-01-01,2025-10-09,Free,Singapore,Tablet,Individual,File Upload,Marketing,GPT-4o-mini,39,344,2.92,9.4,3,Yes,Yes,1,Neutral,No,0.00,Yes,Yes,No
U0016,SESS00034,2026-01-01,2025-10-09,Free,Singapore,Tablet,Individual,Chat,Writing,GPT-4o,30,163,2.54,9.4,3,No,Yes,5,Neutral,No,0.00,Yes,No,No
U0016,SESS00035,2026-02-28,2025-10-09,Free,Singapore,Desktop,Individual,File Upload,Research,GPT-4o-mini,40,157,2.0,3.3,2,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0016,SESS00035,2026-02-28,2025-10-09,Free,Singapore,Desktop,Individual,Chat,Coding,GPT-4o-mini,70,477,2.38,3.3,2,No,No,4,Positive,No,0.00,Yes,No,Yes
U0017,SESS00036,2026-01-15,2025-12-21,Free,United States,Desktop,SMB,Search,Data Analysis,GPT-4.1,61,491,3.02,5.7,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0017,SESS00036,2026-01-15,2025-12-21,Free,United States,Desktop,SMB,File Upload,Data Analysis,GPT-4o,54,174,3.65,5.7,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0017,SESS00037,2026-01-31,2025-12-21,Free,United States,Desktop,SMB,Search,Education,GPT-4o,255,403,1.74,9.9,3,No,No,4,Positive,No,0.00,Yes,No,Yes
U0017,SESS00037,2026-01-31,2025-12-21,Free,United States,Desktop,SMB,File Upload,Marketing,GPT-4o-mini,145,616,2.28,9.9,3,No,No,3,Neutral,No,0.00,Yes,No,Yes
U0017,SESS00037,2026-01-31,2025-12-21,Free,United States,Desktop,SMB,File Upload,Writing,GPT-4o-mini,91,368,2.71,9.9,3,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0018,SESS00038,2026-01-02,2025-09-12,Free,India,Desktop,Individual,Chat,Writing,GPT-4o-mini,102,406,1.38,10.9,2,Yes,No,3,Neutral,No,0.00,No,No,Yes
U0018,SESS00038,2026-01-02,2025-09-12,Free,India,Desktop,Individual,Image Generation,Coding,GPT-4o,23,461,5.92,10.9,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0018,SESS00039,2026-01-06,2025-09-12,Free,India,Desktop,Individual,File Upload,Coding,GPT-4.1,77,327,3.19,4.9,2,No,Yes,3,Positive,No,0.00,No,No,Yes
U0018,SESS00039,2026-01-06,2025-09-12,Free,India,Desktop,Individual,File Upload,Marketing,GPT-4o-mini,56,160,4.28,4.9,2,No,Yes,5,Neutral,No,0.00,No,No,Yes
U0019,SESS00040,2026-01-18,2025-08-21,Free,Australia,Mobile,Individual,Chat,Research,GPT-4o-mini,66,523,2.54,4.5,2,Yes,No,2,Negative,No,0.00,No,No,Yes
U0019,SESS00040,2026-01-18,2025-08-21,Free,Australia,Mobile,Individual,Chat,Marketing,GPT-4o-mini,26,140,1.38,4.5,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0019,SESS00041,2026-03-06,2025-08-21,Free,Australia,Mobile,Individual,Search,Writing,GPT-4o,15,255,1.05,7.6,2,No,No,3,Neutral,No,0.00,No,No,Yes
U0019,SESS00041,2026-03-06,2025-08-21,Free,Australia,Mobile,Individual,Search,Coding,GPT-4o-mini,77,496,1.21,7.6,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0020,SESS00042,2026-01-09,2025-05-25,Free,United States,Tablet,Individual,Chat,Coding,GPT-4.1,90,367,1.44,6.2,2,Yes,No,3,Neutral,No,0.00,No,No,Yes
U0020,SESS00042,2026-01-09,2025-05-25,Free,United States,Tablet,Individual,Chat,Coding,GPT-4o-mini,64,323,1.79,6.2,2,No,No,5,Positive,No,0.00,No,No,Yes
U0020,SESS00043,2026-01-26,2025-05-25,Free,United States,Mobile,Individual,File Upload,Customer Support,GPT-4o,39,518,3.64,7.2,2,No,No,5,Positive,No,0.00,No,No,Yes
U0020,SESS00043,2026-01-26,2025-05-25,Free,United States,Mobile,Individual,Chat,Customer Support,GPT-4o-mini,68,577,0.93,7.2,2,No,Yes,5,Positive,No,0.00,No,No,Yes
U0021,SESS00044,2026-02-10,2025-12-03,Free,United Kingdom,Mobile,Startup,Search,Customer Support,GPT-4o-mini,63,577,2.18,7.3,2,Yes,Yes,4,Positive,No,0.00,No,No,Yes
U0021,SESS00044,2026-02-10,2025-12-03,Free,United Kingdom,Mobile,Startup,Search,Coding,GPT-4.1,38,525,2.82,7.3,2,No,No,5,Positive,No,0.00,No,No,Yes
U0021,SESS00045,2026-03-17,2025-12-03,Free,United Kingdom,Tablet,Startup,Chat,Customer Support,GPT-4o-mini,30,159,2.49,8.8,2,Yes,No,1,Negative,No,0.00,No,No,Yes
U0021,SESS00045,2026-03-17,2025-12-03,Free,United Kingdom,Tablet,Startup,Image Generation,Marketing,GPT-4o-mini,61,444,4.11,8.8,2,Yes,No,1,Neutral,No,0.00,No,No,Yes
U0022,SESS00046,2026-02-13,2026-01-26,Free,United States,Desktop,SMB,Chat,Writing,GPT-4o-mini,148,443,0.81,3.2,2,No,No,3,Neutral,No,0.00,Yes,No,Yes
U0022,SESS00046,2026-02-13,2026-01-26,Free,United States,Desktop,SMB,Chat,Data Analysis,GPT-4o-mini,25,254,2.29,3.2,2,No,Yes,4,Positive,No,0.00,Yes,No,Yes
U0022,SESS00047,2026-03-30,2026-01-26,Free,United States,Desktop,SMB,Chat,Coding,GPT-4o-mini,87,582,2.65,3.0,2,No,No,1,Neutral,No,0.00,Yes,No,Yes
U0022,SESS00047,2026-03-30,2026-01-26,Free,United States,Desktop,SMB,Search,Data Analysis,GPT-4o-mini,44,370,1.81,3.0,2,No,Yes,5,Positive,No,0.00,Yes,No,Yes
U0023,SESS00048,2026-01-04,2025-06-28,Pro,Australia,Desktop,Individual,Search,Customer Support,GPT-4o,41,414,1.66,15.5,4,Yes,Yes,5,Positive,Yes,28.42,No,No,Yes
U0023,SESS00048,2026-01-04,2025-06-28,Pro,Australia,Desktop,Individual,File Upload,Research,GPT-4o-mini,68,548,2.89,15.5,4,No,Yes,5,Positive,Yes,28.42,No,No,Yes
U0023,SESS00048,2026-01-04,2025-06-28,Pro,Australia,Desktop,Individual,Search,Customer Support,GPT-4o,37,511,1.09,15.5,4,No,Yes,4,Positive,Yes,28.42,No,No,Yes
U0023,SESS00048,2026-01-04,2025-06-28,Pro,Australia,Desktop,Individual,Chat,Customer Support,GPT-4o-mini,37,137,1.99,15.5,4,No,No,3,Neutral,Yes,28.42,No,No,Yes
U0023,SESS00049,2026-01-13,2025-06-28,Pro,Australia,Desktop,Individual,Search,Research,GPT-4.1,69,470,2.3,7.1,2,No,Yes,5,Positive,Yes,28.42,No,No,Yes
U0023,SESS00049,2026-01-13,2025-06-28,Pro,Australia,Desktop,Individual,Chat,Coding,GPT-4.1,27,319,1.44,7.1,2,No,Yes,4,Positive,Yes,28.42,No,No,Yes
U0024,SESS00050,2026-02-04,2025-09-28,Free,Canada,Desktop,Individual,File Upload,Writing,GPT-4o-mini,53,507,2.17,3.1,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0024,SESS00050,2026-02-04,2025-09-28,Free,Canada,Desktop,Individual,Chat,Writing,GPT-4o,153,682,2.1,3.1,2,No,No,5,Positive,No,0.00,No,No,Yes
U0024,SESS00051,2026-02-17,2025-09-28,Free,Canada,Desktop,Individual,File Upload,Education,GPT-4o-mini,31,223,3.86,6.2,2,Yes,No,3,Neutral,No,0.00,No,No,Yes
U0024,SESS00051,2026-02-17,2025-09-28,Free,Canada,Desktop,Individual,Chat,Education,GPT-4o-mini,45,465,2.08,6.2,2,No,No,4,Positive,No,0.00,No,No,Yes
U0025,SESS00052,2026-02-22,2025-09-12,Free,India,Desktop,Startup,Image Generation,Customer Support,GPT-4o,52,478,5.35,11.3,2,No,No,1,Negative,No,0.00,No,No,Yes
U0025,SESS00052,2026-02-22,2025-09-12,Free,India,Desktop,Startup,Image Generation,Data Analysis,GPT-4o-mini,35,368,3.53,11.3,2,No,No,1,Negative,No,0.00,No,No,Yes
U0025,SESS00053,2026-03-25,2025-09-12,Free,India,Desktop,Startup,Chat,Writing,GPT-4o-mini,66,257,0.85,4.8,2,Yes,Yes,2,Negative,No,0.00,No,No,Yes
U0025,SESS00053,2026-03-25,2025-09-12,Free,India,Desktop,Startup,Chat,Writing,GPT-4.1,37,554,3.12,4.8,2,No,Yes,4,Positive,No,0.00,No,No,Yes
U0026,SESS00054,2026-03-18,2026-03-17,Enterprise,India,Desktop,Enterprise,Chat,Education,GPT-4.1,19,140,1.85,11.0,2,No,Yes,5,Positive,Yes,355.58,Yes,No,Yes
U0026,SESS00054,2026-03-18,2026-03-17,Enterprise,India,Desktop,Enterprise,Image Generation,Data Analysis,GPT-4.1,255,920,8.0,11.0,2,Yes,No,4,Positive,Yes,355.58,Yes,No,Yes
U0026,SESS00055,2026-03-21,2026-03-17,Enterprise,India,Mobile,Enterprise,Image Generation,Data Analysis,GPT-4o,149,667,5.14,17.6,3,No,Yes,5,Positive,Yes,355.58,Yes,No,Yes
U0026,SESS00055,2026-03-21,2026-03-17,Enterprise,India,Mobile,Enterprise,Chat,Marketing,GPT-4o-mini,75,711,1.57,17.6,3,No,No,1,Neutral,Yes,355.58,Yes,Yes,No
U0026,SESS00055,2026-03-21,2026-03-17,Enterprise,India,Mobile,Enterprise,Search,Coding,GPT-4o-mini,74,381,1.01,17.6,3,Yes,No,5,Positive,Yes,355.58,Yes,No,Yes
U0026,SESS00056,2026-03-24,2026-03-17,Enterprise,India,Desktop,Enterprise,Search,Coding,GPT-4.1,52,630,2.78,11.9,3,Yes,No,1,Negative,Yes,355.58,Yes,Yes,No
U0026,SESS00056,2026-03-24,2026-03-17,Enterprise,India,Desktop,Enterprise,Chat,Marketing,GPT-4.1,38,472,2.54,11.9,3,Yes,No,1,Negative,Yes,355.58,Yes,Yes,No
U0026,SESS00056,2026-03-24,2026-03-17,Enterprise,India,Desktop,Enterprise,Chat,Writing,GPT-4.1,20,316,1.25,11.9,3,No,No,4,Positive,Yes,355.58,Yes,No,Yes
U0027,SESS00057,2026-01-26,2025-07-22,Pro,India,Desktop,Startup,Chat,Data Analysis,GPT-4o-mini,73,380,1.16,4.9,2,No,No,4,Positive,Yes,34.47,Yes,No,Yes
U0027,SESS00057,2026-01-26,2025-07-22,Pro,India,Desktop,Startup,Search,Coding,GPT-4o-mini,57,248,1.16,4.9,2,Yes,Yes,5,Positive,Yes,34.47,Yes,No,Yes
U0027,SESS00058,2026-03-05,2025-07-22,Pro,India,Mobile,Startup,Chat,Marketing,GPT-4o-mini,160,440,1.61,14.0,2,No,No,2,Negative,Yes,34.47,Yes,No,Yes
